City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,letlhakeng,-24.0944,25.0298,22.27,49,45,3.13,BW,1707778826
363,barpeta,26.3167,91.0,14.26,49,29,0.72,IN,1707778827
364,hede,33.7681,120.2517,5.56,88,0,3.55,CN,1707778828
365,qamdo,31.1667,97.2333,-8.69,50,4,1.88,CN,1707778829
366,nadvirna,48.6348,24.5694,6.89,94,100,3.21,UA,1707778831
367,tsiombe,-25.3,45.4833,23.42,94,100,3.84,MG,1707778832
368,ambalangoda,6.2355,80.0538,24.74,86,29,2.1,LK,1707778832
369,tobelo,1.7284,128.0095,26.22,85,39,2.17,ID,1707778833
370,guerrero negro,27.9769,-114.0611,16.74,43,0,3.65,MX,1707778834
371,el alto,-4.2714,-81.2147,28.81,70,36,5.96,PE,1707778835
372,mogocha,53.7333,119.7667,-21.58,87,66,2.1,RU,1707778835
373,brookings,44.3114,-96.7984,5.0,62,0,5.14,US,1707778563
374,pacific grove,36.6177,-121.9166,17.36,74,0,3.09,US,1707778837
375,hulan ergi,47.2042,123.6333,-5.29,72,24,1.65,CN,1707778838
376,luau,-10.7073,22.2247,21.14,83,92,1.46,AO,1707778839
377,taman',45.2117,36.7161,9.13,87,100,4.75,RU,1707778839
378,benito juarez,19.385,-99.165,25.0,18,68,4.02,MX,1707778840
379,massakory,12.996,15.7293,24.62,9,0,4.23,TD,1707778841
380,brak,27.5496,14.2714,17.08,37,0,4.63,LY,1707778841
381,mount isa,-20.7333,139.5,28.87,70,40,0.0,AU,1707778842
382,bay city,43.5945,-83.8889,5.12,55,100,5.66,US,1707778619
383,borgarnes,64.5383,-21.9206,2.03,82,81,7.09,IS,1707778843
384,queenstown,-31.8976,26.8753,17.18,81,0,0.26,ZA,1707778817
385,duncan,34.5023,-97.9578,10.12,43,0,7.2,US,1707778845
386,fort st. john,56.2499,-120.8529,3.94,26,20,6.17,CA,1707778747
387,isiro,2.7739,27.616,23.16,67,79,0.74,CD,1707778846
388,maloye ganyushkino,46.6,49.2667,4.08,85,100,3.62,KZ,1707778847
389,man,7.4125,-7.5538,27.19,43,68,0.56,CI,1707778848
390,mountain home,43.133,-115.6912,9.68,46,0,1.34,US,1707778849
391,monrovia,6.3005,-10.7969,27.61,87,99,3.49,LR,1707778714
392,golere,16.2557,-14.1017,30.16,13,0,2.38,SN,1707778851
393,lenexa,38.9536,-94.7336,10.57,38,11,3.58,US,1707778853
394,kavaratti,10.5669,72.642,27.47,69,68,2.88,IN,1707778855
395,nabire,-3.3667,135.4833,26.67,83,92,0.84,ID,1707778856
396,muisne,0.6,-80.0333,26.66,87,88,3.46,EC,1707778857
397,qaqortoq,60.7167,-46.0333,-3.65,95,100,3.42,GL,1707778859
398,san-pedro,4.7485,-6.6363,27.71,86,85,4.17,CI,1707778860
399,ghat,24.9647,10.1728,16.53,35,0,1.75,LY,1707778862
400,touros,-5.1989,-35.4608,27.55,79,11,6.3,BR,1707778667
401,nanfeng,23.7434,111.7959,13.21,89,9,1.22,CN,1707778867
402,likiep,9.8251,169.3107,26.49,81,100,9.91,MH,1707778868
403,vorkuta,67.5,64.0,-36.6,100,23,2.08,RU,1707778874
404,masuguru,-11.3667,38.4167,22.87,97,100,1.02,TZ,1707778875
405,puerto madero,14.7208,-92.4215,28.46,59,0,5.95,MX,1707778880
406,longboat key,27.4125,-82.659,25.14,54,67,3.58,US,1707778824
407,nishinoomote,30.7333,131.0,14.51,68,17,3.35,JP,1707778884
408,zheleznogorsk-ilimskiy,56.5768,104.1217,-14.24,92,100,3.58,RU,1707778885
409,pont rouge,48.8833,-72.0825,-5.94,95,100,0.6,CA,1707778886
410,thinadhoo,0.5333,72.9333,27.22,81,100,6.4,MV,1707778887
411,dunedin,-45.8742,170.5036,17.3,55,100,1.68,NZ,1707778726
412,coahuayana de hidalgo,18.7,-103.6583,27.15,59,67,2.37,MX,1707778890
413,novoagansk,61.9449,76.6625,-30.07,100,100,2.12,RU,1707778891
414,salalah,17.0151,54.0924,23.04,75,94,1.08,OM,1707778893
415,urzhar,47.093,81.6294,-15.69,77,8,2.26,KZ,1707778894
416,port alfred,-33.5906,26.891,20.31,86,0,1.83,ZA,1707778896
417,robore,-18.3333,-59.75,25.3,87,83,2.54,BO,1707778897
418,mutare,-18.9707,32.6709,16.09,97,19,0.99,ZW,1707778898
419,el bauga,18.262,33.9081,21.26,17,0,3.92,SD,1707778899
420,komsomol'skiy,43.9783,46.6985,7.9,73,92,4.17,RU,1707778901
421,usogorsk,63.4106,48.6872,-26.47,100,100,1.91,RU,1707778902
422,meadow lakes,61.6247,-149.6011,4.99,60,100,6.17,US,1707778903
423,saurimo,-9.6608,20.3916,19.86,87,10,0.9,AO,1707778905
424,katsuura,35.1333,140.3,12.18,64,11,8.77,JP,1707778907
425,neiafu,-18.65,-173.9833,30.38,84,40,3.6,TO,1707778902
426,hobyo,5.3505,48.5268,25.96,81,44,6.22,SO,1707778909
427,burutu,5.3509,5.5076,27.79,84,1,3.35,NG,1707778910
428,igra,57.5558,53.0547,-11.62,95,100,3.25,RU,1707778911
429,rosarito,32.3333,-117.0333,21.07,56,0,5.45,MX,1707778808
430,singera,46.9131,28.9775,9.0,81,0,4.12,MD,1707778913
431,polyarnyy,69.1989,33.4478,-19.13,99,53,4.9,RU,1707778915
432,altoona,40.5187,-78.3947,9.14,63,100,1.45,US,1707778807
433,bria,6.5423,21.9863,28.32,27,64,0.94,CF,1707778917
434,qarauyl,48.9451,79.255,-18.37,78,5,2.47,KZ,1707778918
435,ust'-ilimsk,58.0006,102.6619,-15.43,92,100,4.02,RU,1707778919
436,cruzeiro do sul,-29.5128,-51.9853,28.38,80,71,2.0,BR,1707778920
437,richards bay,-28.783,32.0377,20.44,84,19,3.02,ZA,1707778344
438,usinsk,65.9939,57.5281,-29.4,98,7,1.79,RU,1707778922
439,t'ongch'on-up,38.9539,127.8917,4.99,79,4,4.5,KP,1707778923
440,moundou,8.5667,16.0833,28.52,15,99,2.68,TD,1707778925
441,kolno,53.4115,21.9291,7.8,94,100,4.9,PL,1707778926
442,ola,59.5833,151.2833,-25.19,94,86,2.86,RU,1707778927
443,puerto leguizamo,-0.1934,-74.7819,26.43,79,90,1.53,CO,1707778927
444,trevelin,-43.0858,-71.4639,24.71,39,6,2.15,AR,1707778928
445,shitanjing,39.2342,106.3439,1.2,16,41,1.39,CN,1707778929
446,karratha,-20.7377,116.8463,26.67,84,0,6.63,AU,1707778930
447,revda,56.801,59.9303,-11.2,85,100,2.27,RU,1707778435
448,carboneras,37.0015,-1.9213,14.62,69,92,2.74,ES,1707778933
449,dolores,-36.3132,-57.6792,15.69,64,84,7.94,AR,1707778934
450,van,38.4924,43.3831,1.38,58,100,1.24,TR,1707778648
451,bel ombre,-4.6167,55.4167,28.91,74,40,3.6,SC,1707778936
452,pandan,14.0453,124.1694,25.0,85,95,8.6,PH,1707778936
453,gadzhiyevo,69.2551,33.3362,-19.93,100,64,4.96,RU,1707778940
454,puerto armuelles,8.2833,-82.8667,31.99,57,72,0.45,PA,1707778943
455,lyangasovo,58.5176,49.4472,-10.56,96,100,2.68,RU,1707778951
456,kerema,-7.9631,145.7785,26.0,85,99,3.75,PG,1707778954
457,vanino,49.0869,140.2543,-7.82,89,100,1.97,RU,1707778955
458,susuman,62.7833,148.1667,-44.45,100,81,0.45,RU,1707778956
459,banda aceh,5.5577,95.3222,25.48,79,5,6.25,ID,1707778957
460,lagos,6.5833,3.75,29.18,91,1,0.85,NG,1707778815
461,kununurra,-15.7667,128.7333,25.99,100,40,1.03,AU,1707778959
462,missoula,47.0166,-113.8009,1.03,72,100,1.43,US,1707778959
463,wagenfeld,52.55,8.5833,6.05,93,45,3.98,DE,1707778960
464,timbuktu,16.7735,-3.0074,25.82,7,0,4.77,ML,1707778961
465,manicore,-5.8092,-61.3003,24.02,98,100,0.55,BR,1707778962
466,rengasdengklok,-6.1592,107.2981,25.07,87,65,2.86,ID,1707778963
467,egersund,58.4513,5.9997,1.32,73,68,10.58,NO,1707778881
468,nedroma,35.0136,-1.748,17.27,77,7,2.15,DZ,1707778810
469,howard springs,-12.497,131.047,26.95,96,100,5.9,AU,1707778966
470,turkmenbasy,40.0222,52.9552,14.43,38,0,4.12,TM,1707778968
471,broome,42.2506,-75.833,2.54,80,100,0.0,US,1707778969
472,beloyarskiy,63.7119,66.6722,-36.67,100,30,0.45,RU,1707778970
473,palmer,42.1584,-72.3287,4.36,63,75,3.09,US,1707778971
474,san antonio,29.4241,-98.4936,18.26,34,0,5.14,US,1707778911
475,tallahassee,30.4383,-84.2807,21.11,93,75,3.6,US,1707778541
476,pangoa,-12.1167,-73.0,21.19,99,100,0.75,PE,1707778975
477,harjavalta,61.3167,22.1333,-9.15,70,69,5.57,FI,1707778976
478,balabac,7.9868,117.0645,26.25,83,95,10.26,PH,1707778976
479,kurmuk,10.55,34.2833,25.38,21,25,1.65,SD,1707778977
480,yuzhno-sukhokumsk,44.6581,45.6436,6.97,77,100,3.86,RU,1707778978
481,winnemucca,40.973,-117.7357,8.56,30,90,0.97,US,1707778979
482,rumbek,6.802,29.6912,29.29,22,11,1.73,SS,1707778980
483,arkhangel'sk,64.5401,40.5433,-25.49,75,0,1.0,RU,1707778981
484,kovdor,67.5662,30.4758,-25.53,100,96,1.82,RU,1707778982
485,lotoshino,56.2267,35.6414,-1.9,96,100,3.75,RU,1707778983
486,fray luis beltran,-39.3167,-65.7667,23.5,17,0,3.21,AR,1707778984
487,valley city,46.9233,-98.0032,1.29,69,75,3.6,US,1707778860
488,mahina,-17.5065,-149.489,28.87,79,75,5.14,PF,1707778986
489,jayapura,-2.5333,140.7,25.66,88,98,0.94,ID,1707778987
490,uvira,-3.4067,29.1458,23.7,82,95,1.18,CD,1707778988
491,buala,-8.145,159.5921,29.08,69,72,4.43,SB,1707778990
492,akropong,5.9746,-0.0854,26.53,79,3,2.68,GH,1707778990
493,levuka,50.1834,-105.4011,-2.15,74,75,3.09,CA,1707778991
494,sitka,57.0531,-135.33,4.45,83,65,0.75,US,1707778992
495,moroni,-11.7022,43.2551,26.97,84,100,3.24,KM,1707778993
496,hami,42.8,93.45,-0.83,32,97,5.03,CN,1707778995
497,padang,-0.9492,100.3543,28.03,83,53,1.77,ID,1707778828
498,higuera de zaragoza,25.95,-109.2833,18.14,53,70,6.91,MX,1707778997
499,puerto madryn,-42.7692,-65.0385,16.73,35,15,7.06,AR,1707778998
500,lichinga,-13.3128,35.2406,19.05,94,75,5.14,MZ,1707778999
501,nguigmi,14.2495,13.1092,23.7,18,0,4.39,NE,1707778999
502,chichihualco,17.6833,-99.65,28.87,26,32,1.75,MX,1707779001
503,canutama,-6.5339,-64.3831,23.73,98,100,0.69,BR,1707779002
504,saint-leonard,50.6906,1.6254,7.95,76,40,3.6,FR,1707779003
505,muroto-misakicho,33.2833,134.15,8.05,72,0,1.61,JP,1707779004
506,tolanaro,-25.0319,46.9987,25.04,94,75,3.09,MG,1707778926
507,ponta delgada,37.7333,-25.6667,18.44,82,40,9.26,PT,1707778904
508,severo-yeniseyskiy,60.3725,93.0408,-24.0,96,100,2.69,RU,1707779006
509,santa vitoria do palmar,-33.5189,-53.3681,21.98,95,100,2.28,BR,1707779007
510,hillarys,-31.807,115.7404,18.72,69,0,0.89,AU,1707778771
511,lata,40.1629,-8.3327,15.45,96,93,2.32,PT,1707779009
512,sao vicente,-23.9631,-46.3919,34.1,26,81,0.45,BR,1707778879
513,yerofey pavlovich,53.9667,121.9667,-17.89,94,100,1.64,RU,1707779011
514,verkhnevilyuysk,63.4453,120.3167,-26.43,97,100,2.5,RU,1707779011
515,ma'rib,15.4591,45.3253,19.66,48,45,2.05,YE,1707779012
516,beibei,29.8256,106.4339,9.26,64,100,0.67,CN,1707779013
517,klaksvik,62.2266,-6.589,2.51,82,100,4.46,FO,1707779014
518,santana,-0.0583,-51.1817,27.1,89,75,1.54,BR,1707779015
519,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.03,GF,1707779015
520,khatra,22.9833,86.85,18.48,45,73,1.44,IN,1707779016
521,itoman,26.1247,127.6694,18.01,55,75,2.57,JP,1707779018
522,neijiang,29.5835,105.0622,11.9,60,67,1.35,CN,1707779019
523,alice springs,-23.7,133.8833,25.75,73,99,0.0,AU,1707778817
524,slave lake,55.2834,-114.769,0.99,44,0,7.72,CA,1707778956
525,asyqata,40.8994,68.3611,5.14,65,5,1.43,KZ,1707779022
526,gulf shores,30.246,-87.7008,17.54,72,0,7.2,US,1707779023
527,emerald,-23.5333,148.1667,26.3,68,41,5.94,AU,1707779024
528,concepcion del oro,24.6333,-101.4167,13.9,12,74,1.12,MX,1707779025
529,turaif,31.6725,38.6637,10.14,71,0,5.14,SA,1707779026
530,monteagudo,-19.8167,-63.9833,21.75,92,91,1.1,BO,1707779027
531,markaz-e hukumat-e darweshan,31.1323,64.1934,13.05,22,0,1.75,AF,1707779029
532,farrokh shahr,32.2717,50.9801,-4.41,54,0,1.03,IR,1707779030
533,ngetkib,7.3645,134.5148,27.14,79,99,10.38,PW,1707779031
534,hadibu,12.65,54.0333,24.49,77,20,3.46,YE,1707778962
535,astrakhan,46.3497,48.0408,1.93,100,100,3.0,RU,1707779034
536,fiambala,-27.6871,-67.6149,21.65,76,79,6.05,AR,1707779035
537,jincheng,35.5022,112.8328,3.76,63,0,2.56,CN,1707779036
538,languyan,5.2618,120.0807,26.17,83,50,3.45,PH,1707779037
539,chilaw,7.5758,79.7953,25.01,88,54,8.21,LK,1707779038
540,battagram,34.6772,73.0233,7.93,33,99,2.82,PK,1707779039
541,ashta,23.0167,76.7167,15.89,57,100,2.18,IN,1707779040
542,la ronge,55.1001,-105.2842,-1.86,64,100,0.0,CA,1707779041
543,ankang,32.68,109.0172,9.38,60,0,0.24,CN,1707779042
544,new yekepa,7.5794,-8.5378,25.78,45,86,1.64,LR,1707779044
545,as sulayyil,20.4607,45.5779,16.14,40,4,5.2,SA,1707779045
546,shimoda,34.6667,138.95,10.61,67,22,7.05,JP,1707779046
547,rome,34.257,-85.1647,16.02,86,100,8.23,US,1707779044
548,mili,6.0815,171.735,27.81,74,100,9.57,MH,1707779048
549,almeirim,-1.5233,-52.5817,26.82,79,44,2.87,BR,1707779049
550,maumere,-8.6199,122.2111,26.43,81,100,0.61,ID,1707779050
551,kodinsk,58.6881,99.1844,-13.64,92,100,4.46,RU,1707779052
552,guozhen,34.3659,107.359,5.85,65,0,0.95,CN,1707779053
553,dalnegorsk,44.5604,135.5701,0.89,67,3,3.13,RU,1707779054
554,kosong,38.3788,128.4676,8.27,77,5,4.29,KR,1707779056
555,carmo do rio claro,-20.9719,-46.1189,22.04,73,34,1.73,BR,1707779057
556,pangody,65.85,74.4859,-39.12,99,22,1.78,RU,1707779058
557,acapulco de juarez,16.8634,-99.8901,28.9,61,20,3.09,MX,1707779018
